year,month,region,food.item,cost
2001,5,Canada,"Cabbage, 1 kilogram",1.62
1995,1,Canada,"Carrots, 1 kilogram",1.18
1995,2,Canada,"Carrots, 1 kilogram",1.38
1995,3,Canada,"Carrots, 1 kilogram",1.45
1995,4,Canada,"Carrots, 1 kilogram",1.71
1995,5,Canada,"Carrots, 1 kilogram",1.82
1995,6,Canada,"Carrots, 1 kilogram",1.77
1995,7,Canada,"Carrots, 1 kilogram",1.68
1995,8,Canada,"Carrots, 1 kilogram",1.14
1995,9,Canada,"Carrots, 1 kilogram",0.94
1995,10,Canada,"Carrots, 1 kilogram",0.93
1995,11,Canada,"Carrots, 1 kilogram",0.94
1995,12,Canada,"Carrots, 1 kilogram",1.04
1996,1,Canada,"Carrots, 1 kilogram",1.07
1996,2,Canada,"Carrots, 1 kilogram",1.09
1996,3,Canada,"Carrots, 1 kilogram",1.13
1996,4,Canada,"Carrots, 1 kilogram",1.32
1996,5,Canada,"Carrots, 1 kilogram",1.41
1996,6,Canada,"Carrots, 1 kilogram",1.39
1996,7,Canada,"Carrots, 1 kilogram",1.35
1996,8,Canada,"Carrots, 1 kilogram",1.21
1996,9,Canada,"Carrots, 1 kilogram",0.92
1996,10,Canada,"Carrots, 1 kilogram",0.82
1996,11,Canada,"Carrots, 1 kilogram",0.9
1996,12,Canada,"Carrots, 1 kilogram",0.95
1997,1,Canada,"Carrots, 1 kilogram",0.99
1997,2,Canada,"Carrots, 1 kilogram",1.04
1997,3,Canada,"Carrots, 1 kilogram",1.12
1997,4,Canada,"Carrots, 1 kilogram",1.27
1997,5,Canada,"Carrots, 1 kilogram",1.3
1997,6,Canada,"Carrots, 1 kilogram",1.32
1997,7,Canada,"Carrots, 1 kilogram",1.34
1997,8,Canada,"Carrots, 1 kilogram",1.21
1997,9,Canada,"Carrots, 1 kilogram",0.88
1997,10,Canada,"Carrots, 1 kilogram",0.8
1997,11,Canada,"Carrots, 1 kilogram",0.86
1997,12,Canada,"Carrots, 1 kilogram",0.92
1998,1,Canada,"Carrots, 1 kilogram",1.06
1998,2,Canada,"Carrots, 1 kilogram",1.16
1998,3,Canada,"Carrots, 1 kilogram",1.29
1998,4,Canada,"Carrots, 1 kilogram",1.37
1998,5,Canada,"Carrots, 1 kilogram",1.37
1998,6,Canada,"Carrots, 1 kilogram",1.4
1998,7,Canada,"Carrots, 1 kilogram",1.45
1998,8,Canada,"Carrots, 1 kilogram",1.1
1998,9,Canada,"Carrots, 1 kilogram",0.96
1998,10,Canada,"Carrots, 1 kilogram",0.94
1998,11,Canada,"Carrots, 1 kilogram",1.03
1998,12,Canada,"Carrots, 1 kilogram",1.08
1999,1,Canada,"Carrots, 1 kilogram",1.15
1999,2,Canada,"Carrots, 1 kilogram",1.34
1999,3,Canada,"Carrots, 1 kilogram",1.43
1999,4,Canada,"Carrots, 1 kilogram",1.74
1999,5,Canada,"Carrots, 1 kilogram",1.69
1999,6,Canada,"Carrots, 1 kilogram",1.71
1999,7,Canada,"Carrots, 1 kilogram",1.7
1999,8,Canada,"Carrots, 1 kilogram",1.35
1999,9,Canada,"Carrots, 1 kilogram",1.02
1999,10,Canada,"Carrots, 1 kilogram",0.98
1999,11,Canada,"Carrots, 1 kilogram",1.01
1999,12,Canada,"Carrots, 1 kilogram",1.05
2000,1,Canada,"Carrots, 1 kilogram",1.09
2000,2,Canada,"Carrots, 1 kilogram",1.07
2000,3,Canada,"Carrots, 1 kilogram",1.17
2000,4,Canada,"Carrots, 1 kilogram",1.29
2000,5,Canada,"Carrots, 1 kilogram",1.35
2000,6,Canada,"Carrots, 1 kilogram",1.47
2000,7,Canada,"Carrots, 1 kilogram",1.61
2000,8,Canada,"Carrots, 1 kilogram",1.46
2000,9,Canada,"Carrots, 1 kilogram",1.09
2000,10,Canada,"Carrots, 1 kilogram",1.03
2000,11,Canada,"Carrots, 1 kilogram",1.03
2000,12,Canada,"Carrots, 1 kilogram",1.1
2001,1,Canada,"Carrots, 1 kilogram",1.16
2001,2,Canada,"Carrots, 1 kilogram",1.27
2001,3,Canada,"Carrots, 1 kilogram",1.35
2001,4,Canada,"Carrots, 1 kilogram",1.57
2001,5,Canada,"Carrots, 1 kilogram",1.66
2001,6,Canada,"Carrots, 1 kilogram",1.72
2001,7,Canada,"Carrots, 1 kilogram",1.82
2001,8,Canada,"Carrots, 1 kilogram",1.46
2001,9,Canada,"Carrots, 1 kilogram",1.17
2001,10,Canada,"Carrots, 1 kilogram",1.08
2001,11,Canada,"Carrots, 1 kilogram",1.05
2001,12,Canada,"Carrots, 1 kilogram",1.15
2002,1,Canada,"Carrots, 1 kilogram",1.19
2002,2,Canada,"Carrots, 1 kilogram",1.29
2002,3,Canada,"Carrots, 1 kilogram",1.34
2002,4,Canada,"Carrots, 1 kilogram",1.53
2002,5,Canada,"Carrots, 1 kilogram",1.56
2002,6,Canada,"Carrots, 1 kilogram",1.68
2002,7,Canada,"Carrots, 1 kilogram",1.76
2002,8,Canada,"Carrots, 1 kilogram",1.7
2002,9,Canada,"Carrots, 1 kilogram",1.32
2002,10,Canada,"Carrots, 1 kilogram",1.19
2002,11,Canada,"Carrots, 1 kilogram",1.18
2002,12,Canada,"Carrots, 1 kilogram",1.33
2003,1,Canada,"Carrots, 1 kilogram",1.36
2003,2,Canada,"Carrots, 1 kilogram",1.37
2003,3,Canada,"Carrots, 1 kilogram",1.44
2003,4,Canada,"Carrots, 1 kilogram",1.52
2003,5,Canada,"Carrots, 1 kilogram",1.62
2003,6,Canada,"Carrots, 1 kilogram",1.65
2003,7,Canada,"Carrots, 1 kilogram",1.67
2003,8,Canada,"Carrots, 1 kilogram",1.49
2003,9,Canada,"Carrots, 1 kilogram",1.21
2003,10,Canada,"Carrots, 1 kilogram",1.15
2003,11,Canada,"Carrots, 1 kilogram",1.14
2003,12,Canada,"Carrots, 1 kilogram",1.21
2004,1,Canada,"Carrots, 1 kilogram",1.28
2004,2,Canada,"Carrots, 1 kilogram",1.38
2004,3,Canada,"Carrots, 1 kilogram",1.41
2004,4,Canada,"Carrots, 1 kilogram",1.6
2004,5,Canada,"Carrots, 1 kilogram",1.65
2004,6,Canada,"Carrots, 1 kilogram",1.79
2004,7,Canada,"Carrots, 1 kilogram",1.8
2004,8,Canada,"Carrots, 1 kilogram",1.5
2004,9,Canada,"Carrots, 1 kilogram",1.27
2004,10,Canada,"Carrots, 1 kilogram",1.2
2004,11,Canada,"Carrots, 1 kilogram",1.21
2004,12,Canada,"Carrots, 1 kilogram",1.18
2005,1,Canada,"Carrots, 1 kilogram",1.21
2005,2,Canada,"Carrots, 1 kilogram",1.28
2005,3,Canada,"Carrots, 1 kilogram",1.32
2005,4,Canada,"Carrots, 1 kilogram",1.48
2005,5,Canada,"Carrots, 1 kilogram",1.61
2005,6,Canada,"Carrots, 1 kilogram",1.75
2005,7,Canada,"Carrots, 1 kilogram",1.79
2005,8,Canada,"Carrots, 1 kilogram",1.7
2005,9,Canada,"Carrots, 1 kilogram",1.48
2005,10,Canada,"Carrots, 1 kilogram",1.34
2005,11,Canada,"Carrots, 1 kilogram",1.31
2005,12,Canada,"Carrots, 1 kilogram",1.33
2006,1,Canada,"Carrots, 1 kilogram",1.49
2006,2,Canada,"Carrots, 1 kilogram",1.49
2006,3,Canada,"Carrots, 1 kilogram",1.46
2006,4,Canada,"Carrots, 1 kilogram",1.53
2006,5,Canada,"Carrots, 1 kilogram",1.55
2006,6,Canada,"Carrots, 1 kilogram",1.57
2006,7,Canada,"Carrots, 1 kilogram",1.63
2006,8,Canada,"Carrots, 1 kilogram",1.47
2006,9,Canada,"Carrots, 1 kilogram",1.31
2006,10,Canada,"Carrots, 1 kilogram",1.24
2006,11,Canada,"Carrots, 1 kilogram",1.24
2006,12,Canada,"Carrots, 1 kilogram",1.27
2007,1,Canada,"Carrots, 1 kilogram",1.3
2007,2,Canada,"Carrots, 1 kilogram",1.4
2007,3,Canada,"Carrots, 1 kilogram",1.64
2007,4,Canada,"Carrots, 1 kilogram",1.94
2007,5,Canada,"Carrots, 1 kilogram",2.03
2007,6,Canada,"Carrots, 1 kilogram",2.07
2007,7,Canada,"Carrots, 1 kilogram",2.04
2007,8,Canada,"Carrots, 1 kilogram",1.69
2007,9,Canada,"Carrots, 1 kilogram",1.4
2007,10,Canada,"Carrots, 1 kilogram",1.31
2007,11,Canada,"Carrots, 1 kilogram",1.18
2007,12,Canada,"Carrots, 1 kilogram",1.19
2008,1,Canada,"Carrots, 1 kilogram",1.22
2008,2,Canada,"Carrots, 1 kilogram",1.33
2008,3,Canada,"Carrots, 1 kilogram",1.39
2008,4,Canada,"Carrots, 1 kilogram",1.49
2008,5,Canada,"Carrots, 1 kilogram",1.63
2008,6,Canada,"Carrots, 1 kilogram",1.8
2008,7,Canada,"Carrots, 1 kilogram",1.87
2008,8,Canada,"Carrots, 1 kilogram",1.76
2008,9,Canada,"Carrots, 1 kilogram",1.55
2008,10,Canada,"Carrots, 1 kilogram",1.46
2008,11,Canada,"Carrots, 1 kilogram",1.37
2008,12,Canada,"Carrots, 1 kilogram",1.45
2009,1,Canada,"Carrots, 1 kilogram",1.45
2009,2,Canada,"Carrots, 1 kilogram",1.57
2009,3,Canada,"Carrots, 1 kilogram",1.64
2009,4,Canada,"Carrots, 1 kilogram",1.84
2009,5,Canada,"Carrots, 1 kilogram",1.91
2009,6,Canada,"Carrots, 1 kilogram",1.94
2009,7,Canada,"Carrots, 1 kilogram",1.94
2009,8,Canada,"Carrots, 1 kilogram",1.82
2009,9,Canada,"Carrots, 1 kilogram",1.54
2009,10,Canada,"Carrots, 1 kilogram",1.35
2009,11,Canada,"Carrots, 1 kilogram",1.33
2009,12,Canada,"Carrots, 1 kilogram",1.27
2010,1,Canada,"Carrots, 1 kilogram",1.3
2010,2,Canada,"Carrots, 1 kilogram",1.4
2010,3,Canada,"Carrots, 1 kilogram",1.58
2010,4,Canada,"Carrots, 1 kilogram",1.68
2010,5,Canada,"Carrots, 1 kilogram",1.77
2010,6,Canada,"Carrots, 1 kilogram",1.82
2010,7,Canada,"Carrots, 1 kilogram",1.87
2010,8,Canada,"Carrots, 1 kilogram",1.72
2010,9,Canada,"Carrots, 1 kilogram",1.47
2010,10,Canada,"Carrots, 1 kilogram",1.36
2010,11,Canada,"Carrots, 1 kilogram",1.37
2010,12,Canada,"Carrots, 1 kilogram",1.44
2011,1,Canada,"Carrots, 1 kilogram",1.44
2011,2,Canada,"Carrots, 1 kilogram",1.6
2011,3,Canada,"Carrots, 1 kilogram",1.82
2011,4,Canada,"Carrots, 1 kilogram",2.11
2011,5,Canada,"Carrots, 1 kilogram",2.29
2011,6,Canada,"Carrots, 1 kilogram",2.29
2011,7,Canada,"Carrots, 1 kilogram",2.2
2011,8,Canada,"Carrots, 1 kilogram",1.96
2011,9,Canada,"Carrots, 1 kilogram",1.79
2011,10,Canada,"Carrots, 1 kilogram",1.64
2011,11,Canada,"Carrots, 1 kilogram",1.65
2011,12,Canada,"Carrots, 1 kilogram",1.63
2012,1,Canada,"Carrots, 1 kilogram",1.63
2012,2,Canada,"Carrots, 1 kilogram",1.62
2012,3,Canada,"Carrots, 1 kilogram",1.76
2012,4,Canada,"Carrots, 1 kilogram",1.79
2012,5,Canada,"Carrots, 1 kilogram",1.86
2012,6,Canada,"Carrots, 1 kilogram",1.86
2012,7,Canada,"Carrots, 1 kilogram",1.92
2012,8,Canada,"Carrots, 1 kilogram",1.71
2012,9,Canada,"Carrots, 1 kilogram",1.65
2012,10,Canada,"Carrots, 1 kilogram",1.56
2012,11,Canada,"Carrots, 1 kilogram",1.59
2012,12,Canada,"Carrots, 1 kilogram",1.58
2013,1,Canada,"Carrots, 1 kilogram",1.56
2013,2,Canada,"Carrots, 1 kilogram",1.69
2013,3,Canada,"Carrots, 1 kilogram",1.74
2013,4,Canada,"Carrots, 1 kilogram",1.78
2013,5,Canada,"Carrots, 1 kilogram",1.77
2013,6,Canada,"Carrots, 1 kilogram",1.84
2013,7,Canada,"Carrots, 1 kilogram",1.85
2013,8,Canada,"Carrots, 1 kilogram",1.77
2013,9,Canada,"Carrots, 1 kilogram",1.69
2013,10,Canada,"Carrots, 1 kilogram",1.64
2013,11,Canada,"Carrots, 1 kilogram",1.67
2013,12,Canada,"Carrots, 1 kilogram",1.65
2014,1,Canada,"Carrots, 1 kilogram",1.61
2014,2,Canada,"Carrots, 1 kilogram",1.7
2014,3,Canada,"Carrots, 1 kilogram",1.85
2014,4,Canada,"Carrots, 1 kilogram",1.94
2014,5,Canada,"Carrots, 1 kilogram",2
2014,6,Canada,"Carrots, 1 kilogram",2.02
2014,7,Canada,"Carrots, 1 kilogram",2.01
2014,8,Canada,"Carrots, 1 kilogram",1.93
2014,9,Canada,"Carrots, 1 kilogram",1.8
2014,10,Canada,"Carrots, 1 kilogram",1.66
2014,11,Canada,"Carrots, 1 kilogram",1.54
2014,12,Canada,"Carrots, 1 kilogram",1.59
2015,1,Canada,"Carrots, 1 kilogram",1.69
2015,2,Canada,"Carrots, 1 kilogram",1.88
2015,3,Canada,"Carrots, 1 kilogram",1.98
2015,4,Canada,"Carrots, 1 kilogram",2.07
2015,5,Canada,"Carrots, 1 kilogram",2.12
2015,6,Canada,"Carrots, 1 kilogram",2.17
2015,7,Canada,"Carrots, 1 kilogram",2.22
2015,8,Canada,"Carrots, 1 kilogram",1.98
2015,9,Canada,"Carrots, 1 kilogram",1.84
2015,10,Canada,"Carrots, 1 kilogram",1.76
2015,11,Canada,"Carrots, 1 kilogram",1.77
2015,12,Canada,"Carrots, 1 kilogram",1.81
2016,1,Canada,"Carrots, 1 kilogram",1.86
2016,2,Canada,"Carrots, 1 kilogram",2.14
2016,3,Canada,"Carrots, 1 kilogram",2.25
2016,4,Canada,"Carrots, 1 kilogram",2.27
2016,5,Canada,"Carrots, 1 kilogram",2.36
2016,6,Canada,"Carrots, 1 kilogram",2.42
2016,7,Canada,"Carrots, 1 kilogram",2.46
2016,8,Canada,"Carrots, 1 kilogram",2.22
1995,1,Canada,"Celery, 1 kilogram",2.63
1995,2,Canada,"Celery, 1 kilogram",2.05
1995,3,Canada,"Celery, 1 kilogram",2.42
1995,4,Canada,"Celery, 1 kilogram",2.44
1995,5,Canada,"Celery, 1 kilogram",2.52
1995,6,Canada,"Celery, 1 kilogram",2.2
1995,7,Canada,"Celery, 1 kilogram",1.57
1995,8,Canada,"Celery, 1 kilogram",1.17
1995,9,Canada,"Celery, 1 kilogram",1.13
1995,10,Canada,"Celery, 1 kilogram",1.31
1995,11,Canada,"Celery, 1 kilogram",1.71
1995,12,Canada,"Celery, 1 kilogram",1.46
1996,1,Canada,"Celery, 1 kilogram",1.42
1996,2,Canada,"Celery, 1 kilogram",1.31
1996,3,Canada,"Celery, 1 kilogram",1.21
1996,4,Canada,"Celery, 1 kilogram",1.45
1996,5,Canada,"Celery, 1 kilogram",1.43
1996,6,Canada,"Celery, 1 kilogram",1.48
1996,7,Canada,"Celery, 1 kilogram",1.52
1996,8,Canada,"Celery, 1 kilogram",1.2
1996,9,Canada,"Celery, 1 kilogram",1.01
1996,10,Canada,"Celery, 1 kilogram",1
1996,11,Canada,"Celery, 1 kilogram",1.47
1996,12,Canada,"Celery, 1 kilogram",1.54
1997,1,Canada,"Celery, 1 kilogram",1.76
1997,2,Canada,"Celery, 1 kilogram",2.05
1997,3,Canada,"Celery, 1 kilogram",1.77
1997,4,Canada,"Celery, 1 kilogram",1.52
1997,5,Canada,"Celery, 1 kilogram",1.55
1997,6,Canada,"Celery, 1 kilogram",1.87
1997,7,Canada,"Celery, 1 kilogram",1.71
1997,8,Canada,"Celery, 1 kilogram",1.74
1997,9,Canada,"Celery, 1 kilogram",1.27
1997,10,Canada,"Celery, 1 kilogram",1.16
1997,11,Canada,"Celery, 1 kilogram",1.79
1997,12,Canada,"Celery, 1 kilogram",1.8
1998,1,Canada,"Celery, 1 kilogram",1.98
1998,2,Canada,"Celery, 1 kilogram",1.51
1998,3,Canada,"Celery, 1 kilogram",1.61
1998,4,Canada,"Celery, 1 kilogram",1.87
1998,5,Canada,"Celery, 1 kilogram",1.71
1998,6,Canada,"Celery, 1 kilogram",1.81
1998,7,Canada,"Celery, 1 kilogram",1.7
1998,8,Canada,"Celery, 1 kilogram",1.27
1998,9,Canada,"Celery, 1 kilogram",1.09
1998,10,Canada,"Celery, 1 kilogram",1.16
1998,11,Canada,"Celery, 1 kilogram",1.58
1998,12,Canada,"Celery, 1 kilogram",1.61
1999,1,Canada,"Celery, 1 kilogram",1.79
1999,2,Canada,"Celery, 1 kilogram",1.6
1999,3,Canada,"Celery, 1 kilogram",1.49
1999,4,Canada,"Celery, 1 kilogram",1.37
1999,5,Canada,"Celery, 1 kilogram",1.56
1999,6,Canada,"Celery, 1 kilogram",1.9
1999,7,Canada,"Celery, 1 kilogram",1.88
1999,8,Canada,"Celery, 1 kilogram",1.41
1999,9,Canada,"Celery, 1 kilogram",1.11
1999,10,Canada,"Celery, 1 kilogram",1.12
1999,11,Canada,"Celery, 1 kilogram",1.46
1999,12,Canada,"Celery, 1 kilogram",1.76
2000,1,Canada,"Celery, 1 kilogram",2.49
2000,2,Canada,"Celery, 1 kilogram",2.05
2000,3,Canada,"Celery, 1 kilogram",1.74
2000,4,Canada,"Celery, 1 kilogram",1.76
2000,5,Canada,"Celery, 1 kilogram",2.06
2000,6,Canada,"Celery, 1 kilogram",2.57
2000,7,Canada,"Celery, 1 kilogram",2.54
2000,8,Canada,"Celery, 1 kilogram",2.68
2000,9,Canada,"Celery, 1 kilogram",1.42
2000,10,Canada,"Celery, 1 kilogram",1.41
2000,11,Canada,"Celery, 1 kilogram",1.87
2000,12,Canada,"Celery, 1 kilogram",2.75
2001,1,Canada,"Celery, 1 kilogram",2.49
2001,2,Canada,"Celery, 1 kilogram",2.03
2001,3,Canada,"Celery, 1 kilogram",2.16
2001,4,Canada,"Celery, 1 kilogram",2.13
2001,5,Canada,"Celery, 1 kilogram",2.59
2001,6,Canada,"Celery, 1 kilogram",3.33
2001,7,Canada,"Celery, 1 kilogram",2.79
2001,8,Canada,"Celery, 1 kilogram",1.61
2001,9,Canada,"Celery, 1 kilogram",1.19
2001,10,Canada,"Celery, 1 kilogram",1.23
2001,11,Canada,"Celery, 1 kilogram",1.6
2001,12,Canada,"Celery, 1 kilogram",1.85
2002,1,Canada,"Celery, 1 kilogram",2.12
2002,2,Canada,"Celery, 1 kilogram",2.25
2002,3,Canada,"Celery, 1 kilogram",2.76
2002,4,Canada,"Celery, 1 kilogram",2.67
2002,5,Canada,"Celery, 1 kilogram",2.48
2002,6,Canada,"Celery, 1 kilogram",2.18
2002,7,Canada,"Celery, 1 kilogram",2.05
2002,8,Canada,"Celery, 1 kilogram",1.64
2002,9,Canada,"Celery, 1 kilogram",1.4
2002,10,Canada,"Celery, 1 kilogram",1.43
2002,11,Canada,"Celery, 1 kilogram",1.87
2002,12,Canada,"Celery, 1 kilogram",1.95
2003,1,Canada,"Celery, 1 kilogram",1.88
2003,2,Canada,"Celery, 1 kilogram",1.79
2003,3,Canada,"Celery, 1 kilogram",1.88
2003,4,Canada,"Celery, 1 kilogram",1.83
2003,5,Canada,"Celery, 1 kilogram",2.03
2003,6,Canada,"Celery, 1 kilogram",1.87
2003,7,Canada,"Celery, 1 kilogram",1.78
2003,8,Canada,"Celery, 1 kilogram",1.54
2003,9,Canada,"Celery, 1 kilogram",1.32
2003,10,Canada,"Celery, 1 kilogram",1.34
2003,11,Canada,"Celery, 1 kilogram",1.99
2003,12,Canada,"Celery, 1 kilogram",2.05
2004,1,Canada,"Celery, 1 kilogram",2.06
2004,2,Canada,"Celery, 1 kilogram",2.06
2004,3,Canada,"Celery, 1 kilogram",2.16
2004,4,Canada,"Celery, 1 kilogram",1.94
2004,5,Canada,"Celery, 1 kilogram",2.09
2004,6,Canada,"Celery, 1 kilogram",2.17
2004,7,Canada,"Celery, 1 kilogram",1.95
2004,8,Canada,"Celery, 1 kilogram",1.51
2004,9,Canada,"Celery, 1 kilogram",1.37
2004,10,Canada,"Celery, 1 kilogram",1.32
2004,11,Canada,"Celery, 1 kilogram",1.85
2004,12,Canada,"Celery, 1 kilogram",2.02
2005,1,Canada,"Celery, 1 kilogram",2
2005,2,Canada,"Celery, 1 kilogram",2.03
2005,3,Canada,"Celery, 1 kilogram",2.43
2005,4,Canada,"Celery, 1 kilogram",2.38
2005,5,Canada,"Celery, 1 kilogram",2.54
2005,6,Canada,"Celery, 1 kilogram",2.21
2005,7,Canada,"Celery, 1 kilogram",1.91
2005,8,Canada,"Celery, 1 kilogram",1.62
2005,9,Canada,"Celery, 1 kilogram",1.4
2005,10,Canada,"Celery, 1 kilogram",1.42
2005,11,Canada,"Celery, 1 kilogram",1.76
2005,12,Canada,"Celery, 1 kilogram",1.88
2006,1,Canada,"Celery, 1 kilogram",2.02
2006,2,Canada,"Celery, 1 kilogram",1.98
2006,3,Canada,"Celery, 1 kilogram",1.83
2006,4,Canada,"Celery, 1 kilogram",1.82
2006,5,Canada,"Celery, 1 kilogram",1.83
2006,6,Canada,"Celery, 1 kilogram",1.87
2006,7,Canada,"Celery, 1 kilogram",2.37
2006,8,Canada,"Celery, 1 kilogram",1.8
2006,9,Canada,"Celery, 1 kilogram",1.75
2006,10,Canada,"Celery, 1 kilogram",1.88
2006,11,Canada,"Celery, 1 kilogram",2.27
2006,12,Canada,"Celery, 1 kilogram",2.16
2007,1,Canada,"Celery, 1 kilogram",2.3
2007,2,Canada,"Celery, 1 kilogram",3.7
2007,3,Canada,"Celery, 1 kilogram",3.4
2007,4,Canada,"Celery, 1 kilogram",2.41
2007,5,Canada,"Celery, 1 kilogram",2.18
2007,6,Canada,"Celery, 1 kilogram",2
2007,7,Canada,"Celery, 1 kilogram",1.88
2007,8,Canada,"Celery, 1 kilogram",1.55
2007,9,Canada,"Celery, 1 kilogram",1.38
2007,10,Canada,"Celery, 1 kilogram",1.48
2007,11,Canada,"Celery, 1 kilogram",1.68
2007,12,Canada,"Celery, 1 kilogram",1.86
2008,1,Canada,"Celery, 1 kilogram",1.97
2008,2,Canada,"Celery, 1 kilogram",2.06
2008,3,Canada,"Celery, 1 kilogram",1.89
2008,4,Canada,"Celery, 1 kilogram",1.86
2008,5,Canada,"Celery, 1 kilogram",2.31
2008,6,Canada,"Celery, 1 kilogram",3.11
2008,7,Canada,"Celery, 1 kilogram",2.81
2008,8,Canada,"Celery, 1 kilogram",1.99
2008,9,Canada,"Celery, 1 kilogram",1.73
2008,10,Canada,"Celery, 1 kilogram",1.72
2008,11,Canada,"Celery, 1 kilogram",2.47
2008,12,Canada,"Celery, 1 kilogram",2.45
2009,1,Canada,"Celery, 1 kilogram",2.77
2009,2,Canada,"Celery, 1 kilogram",3.34
2009,3,Canada,"Celery, 1 kilogram",2.83
2009,4,Canada,"Celery, 1 kilogram",2.3
2009,5,Canada,"Celery, 1 kilogram",2.55
2009,6,Canada,"Celery, 1 kilogram",2.33
2009,7,Canada,"Celery, 1 kilogram",2.2
2009,8,Canada,"Celery, 1 kilogram",1.67
2009,9,Canada,"Celery, 1 kilogram",1.53
2009,10,Canada,"Celery, 1 kilogram",1.57
2009,11,Canada,"Celery, 1 kilogram",2.23
2009,12,Canada,"Celery, 1 kilogram",2.41
2010,1,Canada,"Celery, 1 kilogram",2.8
2010,2,Canada,"Celery, 1 kilogram",2.81
2010,3,Canada,"Celery, 1 kilogram",2.34
2010,4,Canada,"Celery, 1 kilogram",2.28
2010,5,Canada,"Celery, 1 kilogram",2.14
2010,6,Canada,"Celery, 1 kilogram",2.26
2010,7,Canada,"Celery, 1 kilogram",2.18
2010,8,Canada,"Celery, 1 kilogram",2.12
2010,9,Canada,"Celery, 1 kilogram",1.94
2010,10,Canada,"Celery, 1 kilogram",1.78
2010,11,Canada,"Celery, 1 kilogram",1.97
2010,12,Canada,"Celery, 1 kilogram",2.12
2011,1,Canada,"Celery, 1 kilogram",2.35
2011,2,Canada,"Celery, 1 kilogram",2.65
2011,3,Canada,"Celery, 1 kilogram",3.04
2011,4,Canada,"Celery, 1 kilogram",2.53
2011,5,Canada,"Celery, 1 kilogram",2.54
2011,6,Canada,"Celery, 1 kilogram",2.85
2011,7,Canada,"Celery, 1 kilogram",2.76
2011,8,Canada,"Celery, 1 kilogram",2.44
2011,9,Canada,"Celery, 1 kilogram",2.12
2011,10,Canada,"Celery, 1 kilogram",1.93
2011,11,Canada,"Celery, 1 kilogram",2.23
2011,12,Canada,"Celery, 1 kilogram",2.48
2012,1,Canada,"Celery, 1 kilogram",2.58
2012,2,Canada,"Celery, 1 kilogram",2.59
2012,3,Canada,"Celery, 1 kilogram",2.27
2012,4,Canada,"Celery, 1 kilogram",2.17
2012,5,Canada,"Celery, 1 kilogram",2.18
2012,6,Canada,"Celery, 1 kilogram",2.28
2012,7,Canada,"Celery, 1 kilogram",2.33
2012,8,Canada,"Celery, 1 kilogram",2.2
2012,9,Canada,"Celery, 1 kilogram",2.09
2012,10,Canada,"Celery, 1 kilogram",1.91
2012,11,Canada,"Celery, 1 kilogram",2.11
2012,12,Canada,"Celery, 1 kilogram",2.29
2013,1,Canada,"Celery, 1 kilogram",2.46
2013,2,Canada,"Celery, 1 kilogram",2.97
2013,3,Canada,"Celery, 1 kilogram",2.97
2013,4,Canada,"Celery, 1 kilogram",2.7
2013,5,Canada,"Celery, 1 kilogram",2.68
2013,6,Canada,"Celery, 1 kilogram",2.99
2013,7,Canada,"Celery, 1 kilogram",2.62
2013,8,Canada,"Celery, 1 kilogram",2.19
2013,9,Canada,"Celery, 1 kilogram",1.98
2013,10,Canada,"Celery, 1 kilogram",1.89
2013,11,Canada,"Celery, 1 kilogram",2.25
2013,12,Canada,"Celery, 1 kilogram",2.41
2014,1,Canada,"Celery, 1 kilogram",2.54
2014,2,Canada,"Celery, 1 kilogram",2.39
2014,3,Canada,"Celery, 1 kilogram",2.39
2014,4,Canada,"Celery, 1 kilogram",2.29
2014,5,Canada,"Celery, 1 kilogram",2.37
2014,6,Canada,"Celery, 1 kilogram",2.37
2014,7,Canada,"Celery, 1 kilogram",2.38
2014,8,Canada,"Celery, 1 kilogram",2.07
2014,9,Canada,"Celery, 1 kilogram",1.91
2014,10,Canada,"Celery, 1 kilogram",1.83
2014,11,Canada,"Celery, 1 kilogram",2.22
2014,12,Canada,"Celery, 1 kilogram",2.59
2015,1,Canada,"Celery, 1 kilogram",2.83
2015,2,Canada,"Celery, 1 kilogram",2.77
2015,3,Canada,"Celery, 1 kilogram",2.57
2015,4,Canada,"Celery, 1 kilogram",2.54
2015,5,Canada,"Celery, 1 kilogram",2.7
2015,6,Canada,"Celery, 1 kilogram",2.79
2015,7,Canada,"Celery, 1 kilogram",2.68
2015,8,Canada,"Celery, 1 kilogram",2.27
2015,9,Canada,"Celery, 1 kilogram",2.27
2015,10,Canada,"Celery, 1 kilogram",2.55
2015,11,Canada,"Celery, 1 kilogram",3.08
2015,12,Canada,"Celery, 1 kilogram",3.79
2016,1,Canada,"Celery, 1 kilogram",4.8
2016,2,Canada,"Celery, 1 kilogram",4.29
2016,3,Canada,"Celery, 1 kilogram",3.38
2016,4,Canada,"Celery, 1 kilogram",2.92
2016,5,Canada,"Celery, 1 kilogram",2.91
2016,6,Canada,"Celery, 1 kilogram",2.79
2016,7,Canada,"Celery, 1 kilogram",2.65
2016,8,Canada,"Celery, 1 kilogram",2.26
1995,1,Canada,"Mushrooms, 1 kilogram",5.62
1995,2,Canada,"Mushrooms, 1 kilogram",5.84
1995,3,Canada,"Mushrooms, 1 kilogram",5.91
1995,4,Canada,"Mushrooms, 1 kilogram",5.87
1995,5,Canada,"Mushrooms, 1 kilogram",5.84
1995,6,Canada,"Mushrooms, 1 kilogram",5.98
